index,Open,High,Low,Close,Adj Close,Volume
4/10/2017,2357.159912,2366.370117,2328.949951,2328.949951,2328.949951,12243670000
4/17/2017,2332.620117,2361.370117,2332.51001,2348.689941,2348.689941,16765230000
4/24/2017,2370.330078,2398.159912,2369.189941,2384.199951,2384.199951,19608540000
5/1/2017,2388.5,2399.290039,2379.75,2399.290039,2399.290039,18809590000
5/8/2017,2399.939941,2403.870117,2381.73999,2390.899902,2390.899902,17759610000
5/15/2017,2393.97998,2405.77002,2352.719971,2381.72998,2381.72998,19201970000
5/22/2017,2387.209961,2418.709961,2386.919922,2415.820068,2415.820068,16116730000
5/29/2017,2411.669922,2440.22998,2403.590088,2439.070068,2439.070068,15038090000
6/5/2017,2437.830078,2446.199951,2415.699951,2431.77002,2431.77002,17598940000
6/12/2017,2425.879883,2443.75,2418.530029,2433.149902,2433.149902,19496610000
6/19/2017,2442.550049,2453.820068,2430.73999,2438.300049,2438.300049,19022570000
6/26/2017,2443.320068,2450.419922,2405.699951,2423.409912,2423.409912,17565550000
7/3/2017,2431.389893,2439.169922,2407.699951,2425.179932,2425.179932,11595360000
7/10/2017,2424.51001,2463.540039,2412.790039,2459.27002,2459.27002,15081810000
7/17/2017,2459.5,2477.620117,2450.340088,2472.540039,2472.540039,15057410000
7/24/2017,2472.040039,2484.040039,2459.929932,2472.100098,2472.100098,17965610000
7/31/2017,2475.939941,2480.379883,2466.47998,2476.830078,2476.830078,17288810000
8/7/2017,2477.139893,2490.870117,2437.75,2441.320068,2441.320068,16365480000
8/14/2017,2454.959961,2474.929932,2420.689941,2425.550049,2425.550049,15247600000
8/21/2017,2425.5,2454.77002,2417.350098,2443.050049,2443.050049,13786300000
8/28/2017,2447.350098,2480.379883,2428.199951,2476.550049,2476.550049,14107780000
9/4/2017,2470.350098,2471.969971,2446.550049,2461.429932,2461.429932,13521090000
9/11/2017,2474.52002,2500.22998,2474.52002,2500.22998,2500.22998,18158360000
9/18/2017,2502.51001,2508.850098,2496.540039,2502.219971,2502.219971,15770230000
9/25/2017,2499.389893,2519.439941,2488.030029,2519.360107,2519.360107,16177570000
10/2/2017,2521.199951,2552.51001,2520.399902,2549.330078,2549.330078,15215390000
10/9/2017,2551.389893,2557.649902,2541.600098,2553.169922,2553.169922,14721510000
10/16/2017,2555.570068,2575.439941,2547.919922,2575.209961,2575.209961,15178860000
10/23/2017,2578.080078,2582.97998,2544,2581.070068,2581.070068,18269710000
10/30/2017,2577.75,2588.419922,2566.169922,2587.840088,2587.840088,18915260000
11/6/2017,2587.469971,2597.02002,2566.330078,2582.300049,2582.300049,18566610000
11/13/2017,2576.530029,2590.090088,2557.449951,2578.850098,2578.850098,17216450000
11/20/2017,2579.48999,2604.209961,2578.23999,2602.419922,2602.419922,10448990000
11/27/2017,2602.659912,2657.73999,2598.870117,2642.219971,2642.219971,19454370000
12/4/2017,2657.189941,2665.189941,2624.75,2651.5,2651.5,17189740000
12/11/2017,2652.189941,2679.629883,2651.469971,2675.810059,2675.810059,19343950000
12/18/2017,2685.919922,2694.969971,2676.110107,2683.340088,2683.340088,16007500000
12/25/2017,2679.090088,2692.120117,2673.610107,2673.610107,2673.610107,8767680000
1/1/2018,2683.72998,2743.449951,2682.360107,2743.149902,2743.149902,13837790000
1/8/2018,2742.669922,2787.850098,2736.060059,2786.23999,2786.23999,17487770000
1/15/2018,2798.959961,2810.330078,2768.639893,2810.300049,2810.300049,15424920000
1/22/2018,2809.159912,2872.870117,2808.120117,2872.870117,2872.870117,18283880000
1/29/2018,2867.22998,2870.620117,2759.969971,2762.129883,2762.129883,20065340000
2/5/2018,2741.060059,2763.389893,2532.689941,2619.550049,2619.550049,26787200000
2/12/2018,2636.75,2754.419922,2622.449951,2732.219971,2732.219971,18854770000
2/19/2018,2722.98999,2747.76001,2697.77002,2747.300049,2747.300049,14297470000
2/26/2018,2757.370117,2789.149902,2647.320068,2691.25,2691.25,19786810000
3/5/2018,2681.060059,2786.570068,2675.75,2786.570068,2786.570068,17051190000
3/12/2018,2790.540039,2801.899902,2741.469971,2752.01001,2752.01001,18750700000
3/19/2018,2741.379883,2741.379883,2585.889893,2588.26001,2588.26001,17533550000
3/26/2018,2619.350098,2674.780029,2593.060059,2640.870117,2640.870117,14647940000
4/2/2018,2633.449951,2672.080078,2553.800049,2604.469971,2604.469971,16820340000
4/9/2018,2617.179932,2680.26001,2610.790039,2656.300049,2656.300049,15609880000
4/16/2018,2670.100098,2717.48999,2660.610107,2670.139893,2670.139893,16375430000
4/23/2018,2675.399902,2683.550049,2612.669922,2669.909912,2669.909912,17108410000
4/30/2018,2682.51001,2682.870117,2594.620117,2663.419922,2663.419922,18483840000
5/7/2018,2680.340088,2732.860107,2655.199951,2727.719971,2727.719971,17060780000
5/14/2018,2738.469971,2742.100098,2701.909912,2712.969971,2712.969971,16310100000
5/21/2018,2735.389893,2742.23999,2707.379883,2721.330078,2721.330078,15963780000
5/28/2018,2705.110107,2736.929932,2676.810059,2734.620117,2734.620117,15217440000
6/4/2018,2741.669922,2779.899902,2739.51001,2779.030029,2779.030029,17380480000
6/11/2018,2780.179932,2791.469971,2761.72998,2779.659912,2779.659912,19368250000
6/18/2018,2765.790039,2774.98999,2743.189941,2754.879883,2754.879883,19026830000
6/25/2018,2742.939941,2746.090088,2691.98999,2718.370117,2718.370117,17980020000
7/2/2018,2704.949951,2764.409912,2698.949951,2759.820068,2759.820068,10493320000
7/9/2018,2775.620117,2804.530029,2770.72998,2801.310059,2801.310059,14514320000
7/16/2018,2797.360107,2816.76001,2789.23999,2801.830078,2801.830078,15449650000
7/23/2018,2799.169922,2848.030029,2795.139893,2818.820068,2818.820068,16947010000
7/30/2018,2819,2840.379883,2796.340088,2840.350098,2840.350098,17132630000
8/6/2018,2840.290039,2863.429932,2825.810059,2833.280029,2833.280029,15312600000
8/13/2018,2835.459961,2855.629883,2802.48999,2850.129883,2850.129883,16024470000
8/20/2018,2853.929932,2876.159912,2850.620117,2874.689941,2874.689941,13894820000
8/27/2018,2884.689941,2916.5,2884.689941,2901.52002,2901.52002,14011570000
9/3/2018,2896.959961,2900.179932,2864.120117,2871.679932,2871.679932,12404170000
9/10/2018,2881.389893,2908.300049,2866.780029,2904.97998,2904.97998,15300720000
9/17/2018,2903.830078,2940.909912,2886.159912,2929.669922,2929.669922,18247730000
9/24/2018,2921.830078,2931.149902,2903.280029,2913.97998,2913.97998,16539460000
10/1/2018,2926.290039,2939.860107,2869.290039,2885.570068,2885.570068,17190620000
10/8/2018,2877.530029,2894.830078,2710.51001,2767.129883,2767.129883,20208740000
10/15/2018,2763.830078,2816.939941,2749.030029,2767.780029,2767.780029,17233120000
10/22/2018,2773.939941,2778.939941,2628.159912,2658.689941,2658.689941,21802950000
10/29/2018,2682.649902,2756.550049,2603.540039,2723.060059,2723.060059,23838850000
11/5/2018,2726.370117,2815.149902,2717.939941,2781.01001,2781.01001,18698510000
11/12/2018,2773.929932,2775.98999,2670.75,2736.27002,2736.27002,20319060000
11/19/2018,2730.73999,2733.159912,2631.090088,2632.560059,2632.560059,13016000000
11/26/2018,2649.969971,2760.879883,2649.969971,2760.169922,2760.169922,19100190000
12/3/2018,2790.5,2800.179932,2621.530029,2633.080078,2633.080078,18044060000
12/10/2018,2630.860107,2685.439941,2583.22998,2599.949951,2599.949951,19978530000
12/17/2018,2590.75,2601.129883,2408.550049,2416.620117,2416.620117,27409960000
12/24/2018,2400.560059,2520.27002,2346.580078,2485.73999,2485.73999,14647150000
12/31/2018,2498.939941,2538.070068,2443.959961,2531.939941,2531.939941,15212300000
1/7/2019,2535.610107,2597.820068,2524.560059,2596.26001,2596.26001,19379210000
1/14/2019,2580.310059,2675.469971,2570.409912,2670.709961,2670.709961,18859550000
1/21/2019,2657.879883,2672.379883,2612.860107,2664.76001,2664.76001,14490970000
1/28/2019,2644.969971,2716.659912,2624.060059,2706.530029,2706.530029,19661740000
2/4/2019,2706.48999,2738.97998,2681.830078,2707.879883,2707.879883,18114780000
2/11/2019,2712.399902,2775.659912,2703.790039,2775.600098,2775.600098,18338580000
2/18/2019,2769.280029,2794.199951,2764.550049,2792.669922,2792.669922,14356680000
2/25/2019,2804.350098,2813.48999,2775.129883,2803.689941,2803.689941,19586400000
3/4/2019,2814.370117,2816.879883,2722.27002,2743.070068,2743.070068,18620090000
3/11/2019,2747.610107,2830.72998,2747.610107,2822.47998,2822.47998,20361870000
3/18/2019,2822.610107,2860.310059,2800.469971,2800.709961,2800.709961,18727610000
3/25/2019,2796.01001,2836.030029,2785.02002,2834.399902,2834.399902,16914430000
4/1/2019,2848.629883,2893.23999,2848.629883,2892.73999,2892.73999,16459900000
4/8/2019,2888.459961,2910.540039,2873.330078,2907.409912,2907.409912,15751420000
4/15/2019,2908.320068,2918,2891.899902,2905.030029,2905.030029,13599690000
4/22/2019,2898.780029,2939.879883,2896.350098,2939.879883,2939.879883,16755720000
4/29/2019,2940.580078,2954.129883,2900.5,2945.639893,2945.639893,17800970000
5/6/2019,2908.889893,2937.320068,2825.389893,2881.399902,2881.399902,17602830000
5/13/2019,2840.189941,2892.149902,2801.429932,2859.530029,2859.530029,16938710000
5/20/2019,2841.939941,2868.879883,2805.48999,2826.060059,2826.060059,16479450000
5/27/2019,2830.030029,2840.51001,2750.52002,2752.060059,2752.060059,15076270000
6/3/2019,2751.530029,2884.969971,2728.810059,2873.340088,2873.340088,17919730000
6/10/2019,2885.830078,2910.610107,2874.679932,2886.97998,2886.97998,15783900000
6/17/2019,2889.75,2964.149902,2887.300049,2950.459961,2950.459961,18441710000
6/24/2019,2951.419922,2954.919922,2912.98999,2941.76001,2941.76001,18736050000
7/1/2019,2971.409912,2995.840088,2952.219971,2990.409912,2990.409912,11118040000
7/8/2019,2979.77002,3013.919922,2963.439941,3013.77002,3013.77002,15216580000
7/15/2019,3017.800049,3017.800049,2973.090088,2976.610107,2976.610107,15904160000
7/22/2019,2981.929932,3027.97998,2976.649902,3025.860107,3025.860107,16649220000
7/29/2019,3024.469971,3025.610107,2914.110107,2932.050049,2932.050049,20098430000
8/5/2019,2898.070068,2938.719971,2822.120117,2918.649902,2918.649902,20616730000
8/12/2019,2907.070068,2943.310059,2825.51001,2888.679932,2888.679932,18553910000
8/19/2019,2913.47998,2939.080078,2834.969971,2847.110107,2847.110107,16118550000
8/26/2019,2866.699951,2940.429932,2853.050049,2926.459961,2926.459961,15673290000
9/2/2019,2909.01001,2985.860107,2891.850098,2978.709961,2978.709961,13689030000
9/9/2019,2988.429932,3020.73999,2957.01001,3007.389893,3007.389893,19633130000
9/16/2019,2996.409912,3021.98999,2978.570068,2992.070068,2992.070068,20728050000
9/23/2019,2983.5,3007.97998,2945.530029,2961.790039,2961.790039,16694510000
9/30/2019,2967.070068,2992.530029,2855.939941,2952.01001,2952.01001,17212640000
10/7/2019,2944.22998,2993.280029,2892.659912,2970.27002,2970.27002,15821120000
10/14/2019,2965.810059,3008.290039,2962.939941,2986.199951,2986.199951,15500580000
10/21/2019,2996.47998,3027.389893,2991.209961,3022.550049,3022.550049,17251350000
10/28/2019,3032.120117,3066.949951,3023.189941,3066.909912,3066.909912,18956670000
11/4/2019,3078.959961,3097.77002,3065.889893,3093.080078,3093.080078,20734960000
11/11/2019,3080.330078,3120.459961,3075.820068,3120.459961,3120.459961,16622540000
11/18/2019,3117.909912,3127.639893,3091.409912,3110.290039,3110.290039,18008990000
11/25/2019,3117.439941,3154.26001,3117.439941,3140.97998,3140.97998,12883230000
12/2/2019,3143.850098,3150.600098,3070.330078,3145.909912,3145.909912,17452390000
12/9/2019,3141.860107,3182.679932,3126.090088,3168.800049,3168.800049,17669880000
12/16/2019,3183.629883,3225.649902,3183.629883,3221.219971,3221.219971,22078130000
12/23/2019,3226.050049,3247.929932,3220.51001,3240.02002,3240.02002,8946500000
12/30/2019,3240.090088,3258.139893,3212.030029,3234.850098,3234.850098,12826640000
1/6/2020,3217.550049,3282.98999,3214.639893,3265.350098,3265.350098,17666700000
1/13/2020,3271.129883,3329.879883,3268.429932,3329.620117,3329.620117,18071600000
1/20/2020,3321.030029,3337.77002,3281.530029,3295.469971,3295.469971,15197180000
1/27/2020,3247.159912,3293.469971,3214.679932,3225.52002,3225.52002,19249400000
2/3/2020,3235.659912,3347.959961,3235.659912,3327.709961,3327.709961,19469980000
2/10/2020,3318.280029,3385.090088,3317.77002,3380.159912,3380.159912,18033560000
2/17/2020,3369.040039,3393.52002,3328.449951,3337.75,3337.75,15253460000
2/24/2020,3257.610107,3259.810059,2855.840088,2954.219971,2954.219971,31535270000
3/2/2020,2974.280029,3136.719971,2901.540039,2972.370117,2972.370117,29895510000
3/9/2020,2863.889893,2882.590088,2478.860107,2711.02002,2711.02002,40521170000
3/16/2020,2508.590088,2562.97998,2280.52002,2304.919922,2304.919922,41887220000
3/23/2020,2290.709961,2637.01001,2191.860107,2541.469971,2541.469971,37182690000
3/30/2020,2558.97998,2641.389893,2447.48999,2488.649902,2488.649902,30804590000
4/6/2020,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6391860000
